,id,lot_frontage,lot_area,lot_shape,neighborhood,overall_qual,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,total_bsmt_sf,heating_qc,electrical,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_finish,garage_area,garage_qual,paved_drive,wood_deck_sf,saleprice,total_porch_area,age_sold
939,1420,79.34099376723888,9771,3,13,6,190.0,4,PConc,4.0,3.0,1.0,2.0,1077.0,5,4,2814,0.0,2,1,4,1,4,7,1,3.0,3.0,614.0,3.0,2,48,260000,248,13.0
940,2693,50.0,9000,0,1,5,0.0,3,BrkTil,3.0,3.0,1.0,1.0,610.0,5,3,819,0.0,1,0,2,1,4,7,0,0.0,0.0,0.0,0.0,0,0,72000,0,87.0
941,1370,60.0,10320,0,1,3,0.0,2,PConc,3.0,2.0,1.0,1.0,536.0,5,2,1344,0.0,2,0,3,2,3,7,0,0.0,0.0,0.0,0.0,0,42,82375,204,93.0
942,392,85.68426283334485,10448,1,16,6,309.0,3,CBlock,3.0,3.0,1.0,1.0,689.0,3,4,2119,0.0,2,1,3,1,3,7,1,3.0,2.0,583.0,3.0,2,0,158000,104,37.0
943,1351,50.0,8635,0,4,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,672.0,3,4,1285,1.0,1,0,2,1,3,6,0,0.0,1.0,240.0,3.0,2,0,127000,0,60.0
944,246,83.0,11980,0,13,7,177.0,4,CBlock,4.0,3.0,4.0,6.0,1433.0,5,4,1433,1.0,1,1,1,1,4,7,2,3.0,2.0,528.0,4.0,2,0,270000,362,23.0
945,802,79.0,12327,1,13,8,0.0,4,CBlock,4.0,3.0,4.0,6.0,1496.0,5,4,2132,1.0,1,1,1,1,4,5,1,4.0,3.0,612.0,4.0,2,349,316600,40,26.0
946,1404,117.0,11512,1,5,6,84.0,3,CBlock,3.0,3.0,3.0,5.0,1019.0,4,4,1357,1.0,1,0,2,1,5,7,1,4.0,2.0,312.0,3.0,2,0,177000,163,49.0
947,803,90.0,14684,1,13,7,234.0,4,CBlock,4.0,3.0,2.0,5.0,2158.0,4,4,2196,0.0,2,0,3,1,4,7,1,3.0,2.0,701.0,3.0,2,84,271900,70,19.0
948,1595,47.82859687930166,2665,0,0,5,0.0,3,PConc,4.0,3.0,2.0,1.0,264.0,3,4,1304,0.0,1,1,3,1,3,7,1,4.0,3.0,336.0,3.0,2,141,115000,24,32.0
949,1319,50.0,5250,0,3,8,0.0,3,BrkTil,3.0,2.0,1.0,2.0,684.0,2,4,2358,0.0,2,0,4,1,3,7,0,0.0,0.0,0.0,0.0,2,0,122000,74,136.0
950,2231,70.0,18044,1,19,8,0.0,4,CBlock,4.0,3.0,1.0,1.0,279.0,4,4,2726,0.0,2,1,2,1,4,7,1,4.0,3.0,691.0,4.0,2,216,315000,233,21.0
951,2162,79.0,9245,1,18,7,0.0,4,PConc,4.0,3.0,3.0,1.0,939.0,5,4,1797,0.0,2,1,3,1,4,7,0,0.0,2.0,639.0,3.0,2,144,213500,53,1.0
952,2622,60.0,7200,0,11,5,0.0,3,CBlock,0.0,0.0,0.0,0.0,0.0,3,2,1040,0.0,1,0,2,1,3,7,0,0.0,1.0,625.0,3.0,2,0,109500,0,56.0
953,1300,50.0,6000,0,3,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,789.0,5,4,789,0.0,1,0,2,1,3,7,0,0.0,1.0,250.0,3.0,2,0,115000,0,60.0
954,2505,34.0,3628,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,1143.0,5,4,1143,0.0,1,1,1,1,4,7,1,4.0,2.0,588.0,3.0,2,0,176400,191,2.0
955,582,69.51845602362029,9156,1,16,6,0.0,3,CBlock,3.0,3.0,1.0,1.0,1489.0,4,4,1489,0.0,2,0,3,1,4,7,1,4.0,2.0,462.0,3.0,2,0,185750,0,41.0
956,1458,73.0,9066,1,18,8,309.0,4,PConc,4.0,3.0,2.0,6.0,1004.0,5,4,1852,0.0,2,1,3,1,4,7,2,3.0,3.0,660.0,3.0,2,224,230000,106,9.0
957,281,64.0,6410,0,5,4,0.0,3,CBlock,3.0,3.0,1.0,1.0,960.0,5,4,960,0.0,1,0,3,1,3,7,0,0.0,0.0,0.0,0.0,2,0,90000,0,52.0
958,2298,54.0,7244,0,12,5,0.0,3,CBlock,4.0,3.0,3.0,5.0,768.0,5,4,768,1.0,1,0,2,1,3,7,0,0.0,1.0,624.0,3.0,2,104,129500,0,37.0
959,2580,72.0,10152,0,11,6,0.0,3,CBlock,3.0,3.0,3.0,4.0,1124.0,5,4,1124,1.0,1,0,3,1,3,7,1,3.0,3.0,353.0,3.0,2,0,153000,362,50.0
960,568,30.0,3000,0,21,6,76.0,4,PConc,4.0,3.0,3.0,6.0,612.0,5,4,1224,0.0,2,1,2,1,4,7,0,0.0,2.0,528.0,3.0,2,0,173733,234,0.0
961,1807,63.0,7500,0,13,6,0.0,3,PConc,4.0,3.0,1.0,1.0,1100.0,5,4,1100,0.0,1,1,3,1,3,7,0,0.0,0.0,0.0,0.0,2,0,146000,136,1.0
962,129,117.0,17360,0,11,6,309.0,3,CBlock,3.0,3.0,1.0,3.0,782.0,3,4,1556,0.0,2,0,3,1,3,7,1,4.0,1.0,470.0,3.0,2,0,172500,150,61.0
963,1860,80.0,9600,0,23,6,0.0,3,CBlock,4.0,3.0,4.0,5.0,1262.0,5,4,1262,0.0,2,0,3,1,3,7,1,3.0,2.0,460.0,3.0,2,298,181500,0,31.0
964,839,43.0,10667,2,18,7,0.0,4,PConc,4.0,3.0,3.0,6.0,799.0,5,4,1661,1.0,2,1,3,1,4,7,1,3.0,2.0,550.0,3.0,2,158,212000,61,13.0
965,2349,81.0,10530,0,16,7,68.0,3,CBlock,3.0,3.0,1.0,1.0,945.0,3,4,1857,0.0,2,1,4,1,3,7,1,3.0,2.0,482.0,3.0,2,400,188900,105,28.0
966,1903,50.0,5000,0,4,3,0.0,2,CBlock,2.0,2.0,1.0,2.0,666.0,2,4,666,0.0,1,0,2,1,4,7,0,0.0,0.0,0.0,0.0,0,0,64500,52,61.0
967,234,64.58205981076256,17082,1,20,6,288.0,3,PConc,4.0,3.0,3.0,5.0,1117.0,5,4,1981,1.0,2,1,4,1,4,7,1,3.0,3.0,522.0,3.0,2,336,230000,104,32.0
968,2172,74.0,16287,0,5,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,901.0,3,4,1351,1.0,1,0,3,1,3,7,1,4.0,1.0,576.0,3.0,0,0,122000,143,82.0
969,2588,65.0,11050,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,2.0,1005.0,5,4,1005,0.0,1,0,2,1,3,7,1,3.0,1.0,319.0,3.0,2,0,133500,288,50.0
970,1289,60.0,10440,0,3,6,0.0,4,BrkTil,4.0,3.0,1.0,2.0,1510.0,5,4,2792,0.0,2,0,5,1,3,4,2,3.0,1.0,520.0,2.0,2,0,256000,362,88.0
971,1596,41.0,2665,0,0,5,0.0,3,PConc,4.0,3.0,1.0,5.0,550.0,3,4,1475,0.0,2,0,4,1,3,7,1,3.0,1.0,336.0,3.0,2,92,129500,26,32.0
972,264,80.0,10389,0,18,8,309.0,4,PConc,4.0,3.0,1.0,6.0,1978.0,5,4,1978,1.0,2,1,3,1,4,7,1,4.0,2.0,850.0,3.0,2,188,318000,25,7.0
973,451,70.0,9658,1,26,8,309.0,4,PConc,4.0,3.0,1.0,1.0,1598.0,4,4,1606,0.0,2,0,3,1,4,7,1,4.0,2.0,871.0,3.0,2,230,255900,60,3.0
974,536,63.0,7500,0,13,6,0.0,3,PConc,4.0,3.0,1.0,1.0,1158.0,5,4,1158,0.0,1,1,3,1,4,7,0,0.0,0.0,0.0,0.0,2,0,143500,50,5.0
975,43,79.0,14122,1,26,8,240.0,4,PConc,5.0,3.0,1.0,6.0,1822.0,5,4,1822,0.0,2,0,3,1,5,7,1,4.0,2.0,678.0,3.0,2,0,259000,119,5.0
976,2223,112.52924353528155,19950,0,19,6,184.0,3,CBlock,4.0,3.0,2.0,5.0,1809.0,3,4,2259,1.0,2,0,3,1,4,7,2,4.0,1.0,450.0,3.0,2,166,217000,312,54.0
977,2009,70.0,8737,1,4,6,0.0,3,BrkTil,4.0,3.0,1.0,3.0,1065.0,5,3,1635,0.0,1,1,3,1,3,7,1,4.0,1.0,440.0,3.0,2,0,210000,182,84.0
978,394,68.36225435856252,8750,1,11,5,76.0,3,CBlock,3.0,3.0,1.0,4.0,1002.0,3,4,1002,1.0,1,0,3,1,3,7,0,0.0,1.0,902.0,3.0,2,0,148500,0,39.0
979,1738,73.0,8499,1,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,616.0,5,4,1412,0.0,2,1,3,1,4,7,1,4.0,3.0,432.0,3.0,2,0,156932,36,1.0
980,1196,72.0,11072,1,11,5,0.0,3,CBlock,3.0,3.0,1.0,1.0,1728.0,3,4,1728,0.0,2,0,6,2,3,7,0,0.0,1.0,576.0,3.0,2,0,145000,0,43.0
981,828,64.0,6762,0,18,7,0.0,4,PConc,4.0,3.0,3.0,6.0,1282.0,5,4,1290,1.0,2,0,2,1,4,7,1,4.0,2.0,662.0,3.0,2,168,200000,0,2.0
982,1694,105.0,15431,0,26,10,309.0,5,PConc,5.0,3.0,4.0,6.0,1994.0,5,4,2046,1.0,2,1,2,1,5,7,2,4.0,3.0,878.0,3.0,2,188,450000,240,2.0
983,571,34.0,3230,0,21,6,309.0,3,PConc,4.0,3.0,1.0,6.0,729.0,4,4,1471,0.0,2,1,3,1,3,7,0,0.0,1.0,440.0,3.0,2,0,172500,24,10.0
984,1192,90.0,10800,0,16,6,0.0,3,CBlock,3.0,3.0,1.0,5.0,1522.0,3,4,2614,0.0,2,1,4,1,3,7,1,3.0,2.0,624.0,3.0,2,38,240000,243,34.0
985,1806,102.0,11143,1,21,8,0.0,4,PConc,4.0,3.0,1.0,1.0,1580.0,5,4,2466,0.0,3,0,4,1,4,7,1,4.0,2.0,610.0,3.0,2,159,340000,214,3.0
986,962,73.0,8925,1,22,8,0.0,4,PConc,4.0,3.0,3.0,6.0,1466.0,5,4,1466,0.0,2,0,3,1,4,7,0,0.0,3.0,610.0,3.0,2,100,201000,18,2.0
987,2142,117.0,10356,0,18,5,0.0,3,CBlock,3.0,3.0,3.0,4.0,969.0,3,4,969,0.0,1,1,3,1,3,7,0,0.0,1.0,440.0,3.0,2,0,122000,0,32.0
988,1648,93.0,12299,0,16,7,67.0,3,CBlock,4.0,3.0,1.0,6.0,1529.0,3,4,1664,1.0,2,0,3,1,4,7,1,3.0,3.0,663.0,3.0,2,0,213000,0,29.0
989,618,90.0,9900,0,11,6,0.0,4,CBlock,3.0,3.0,1.0,3.0,1680.0,3,4,1691,1.0,1,0,2,1,3,7,0,0.0,1.0,550.0,4.0,2,0,175000,327,42.0
990,2108,64.0,6762,0,18,7,108.0,4,PConc,4.0,3.0,1.0,6.0,1208.0,5,4,1208,1.0,2,0,2,1,4,7,0,0.0,2.0,628.0,3.0,2,105,195400,54,0.0
991,772,75.0,11625,0,8,5,172.0,3,CBlock,3.0,3.0,1.0,4.0,1052.0,3,4,1052,0.0,1,1,3,1,3,7,1,1.0,3.0,668.0,3.0,2,0,113500,215,42.0
992,2672,65.0,6435,0,4,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,972.0,4,4,1577,0.0,1,0,3,1,2,7,1,4.0,1.0,312.0,3.0,2,0,140200,0,67.0
993,2492,65.0,8450,0,8,5,90.0,3,CBlock,3.0,3.0,1.0,4.0,882.0,3,4,909,0.0,1,0,3,1,3,7,0,0.0,1.0,294.0,3.0,2,0,116000,155,38.0
994,2903,88.0,11577,0,22,9,309.0,5,PConc,4.0,3.0,4.0,6.0,1838.0,5,4,1838,1.0,2,0,3,1,5,7,1,4.0,3.0,682.0,3.0,2,161,359900,225,1.0
995,2783,50.0,8340,1,18,6,62.0,3,CBlock,4.0,3.0,3.0,6.0,675.0,3,4,1388,0.0,1,1,3,1,3,7,0,0.0,1.0,317.0,3.0,2,406,157500,36,29.0
996,786,73.93822199448154,10708,1,20,5,0.0,4,CBlock,3.0,3.0,1.0,2.0,1617.0,5,3,1867,1.0,1,0,2,1,3,7,3,4.0,3.0,303.0,3.0,2,413,190000,142,54.0
997,740,60.0,6911,0,4,5,0.0,3,PConc,3.0,3.0,2.0,2.0,1145.0,3,4,1301,0.0,1,0,2,1,2,6,0,0.0,1.0,440.0,3.0,2,0,100000,0,85.0
998,2546,80.0,8800,0,11,6,309.0,3,CBlock,3.0,3.0,1.0,4.0,1251.0,3,4,1251,1.0,1,0,3,1,3,7,2,4.0,2.0,461.0,3.0,2,0,160000,116,42.0
999,851,65.0,10739,1,18,7,68.0,4,PConc,4.0,3.0,1.0,6.0,1431.0,5,4,1444,1.0,2,0,3,1,4,7,0,0.0,2.0,577.0,3.0,2,144,203000,40,7.0
1000,1833,70.70313556220165,9572,1,25,8,309.0,4,PConc,5.0,3.0,1.0,6.0,1453.0,5,4,2810,0.0,2,1,4,1,4,7,1,5.0,2.0,750.0,4.0,2,413,302000,0,17.0
1001,76,50.0,8012,0,13,6,0.0,3,CBlock,4.0,3.0,1.0,4.0,923.0,3,4,923,0.0,2,0,2,1,3,7,1,3.0,2.0,264.0,3.0,2,80,143000,0,30.0
1002,2151,66.0,16226,3,18,8,0.0,4,PConc,4.0,3.0,1.0,6.0,1028.0,5,4,2452,0.0,2,1,4,1,4,7,1,3.0,3.0,683.0,3.0,2,208,267000,50,9.0
1003,1880,74.48214937878211,10899,1,11,4,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,1224,0.0,2,0,2,2,3,7,0,0.0,1.0,530.0,3.0,2,0,103000,0,43.0
1004,2907,32.0,4500,0,12,6,309.0,3,PConc,5.0,4.0,1.0,6.0,1237.0,5,4,1337,1.0,2,0,2,1,3,7,0,0.0,3.0,405.0,3.0,2,0,153500,199,8.0
1005,1831,63.34327231248638,16647,1,8,5,0.0,3,CBlock,4.0,3.0,4.0,5.0,1390.0,3,4,1701,1.0,2,0,3,1,3,5,2,3.0,3.0,611.0,3.0,2,0,171000,0,32.0
1006,2836,62.0,8707,0,5,4,0.0,3,BrkTil,3.0,3.0,1.0,1.0,1093.0,3,2,1669,0.0,1,1,4,1,3,5,0,0.0,1.0,288.0,2.0,2,0,107000,56,82.0
1007,1955,66.0,8300,1,11,6,86.0,3,CBlock,3.0,3.0,2.0,3.0,952.0,4,4,952,1.0,1,0,3,1,3,7,0,0.0,1.0,288.0,3.0,2,0,128500,0,39.0
1008,1926,72.0,9770,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,922.0,3,3,922,1.0,1,0,2,1,3,7,0,0.0,1.0,308.0,3.0,2,0,116000,34,50.0
1009,2924,80.0,17400,0,12,5,0.0,3,CBlock,3.0,3.0,1.0,5.0,1126.0,2,4,1126,1.0,2,0,3,1,3,7,1,4.0,2.0,484.0,3.0,1,295,160000,41,29.0
1010,1003,39.0,5070,1,27,8,0.0,4,PConc,4.0,3.0,2.0,1.0,1280.0,5,4,1280,0.0,2,0,2,1,4,7,0,0.0,2.0,506.0,3.0,2,0,180000,226,16.0
1011,1667,66.0,7920,0,11,5,32.0,3,CBlock,3.0,3.0,1.0,5.0,914.0,5,4,914,0.0,1,0,3,1,5,7,0,0.0,2.0,368.0,3.0,2,120,133000,0,37.0
1012,2905,78.0,7020,0,12,7,200.0,3,PConc,4.0,3.0,4.0,6.0,1288.0,4,4,1368,2.0,2,0,2,2,3,7,0,0.0,3.0,784.0,3.0,2,0,215000,48,9.0
1013,921,64.8025201681137,7500,1,19,6,0.0,3,CBlock,3.0,3.0,1.0,4.0,771.0,2,4,1494,0.0,1,0,3,1,4,7,2,4.0,1.0,213.0,3.0,1,0,177500,224,67.0
1014,1780,76.0,10612,0,21,8,248.0,4,PConc,4.0,3.0,2.0,6.0,1524.0,4,4,1534,0.0,2,0,3,1,4,7,1,4.0,3.0,484.0,3.0,2,168,215000,46,1.0
1015,746,51.0,6120,0,4,5,0.0,3,BrkTil,3.0,2.0,1.0,2.0,952.0,3,3,1582,0.0,2,0,3,1,3,7,1,4.0,1.0,250.0,2.0,2,189,150000,184,71.0
1016,254,90.0,12376,0,13,7,0.0,3,PConc,4.0,3.0,2.0,6.0,1673.0,4,4,3222,1.0,3,0,5,1,4,7,2,3.0,1.0,594.0,3.0,2,367,320000,0,20.0
1017,606,100.0,10004,0,11,6,180.0,3,CBlock,3.0,3.0,1.0,3.0,1516.0,3,4,1516,0.0,1,1,3,1,3,7,0,0.0,2.0,472.0,3.0,2,0,167000,152,45.0
1018,2703,55.0,8250,0,5,5,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,1032,0.0,1,0,2,1,3,7,1,3.0,1.0,260.0,3.0,2,0,125000,121,71.0
1019,1306,103.0,12205,0,3,3,0.0,3,BrkTil,2.0,2.0,1.0,1.0,448.0,4,4,1588,0.0,2,0,5,1,3,2,0,0.0,0.0,0.0,0.0,0,0,65000,0,59.0
1020,2102,103.0,11175,1,18,7,0.0,4,PConc,4.0,3.0,3.0,1.0,1316.0,5,4,1316,0.0,2,0,3,1,4,7,1,4.0,3.0,440.0,3.0,2,0,200141,20,0.0
1021,1784,85.0,9965,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,1528.0,5,4,1528,0.0,3,2,3,1,4,7,1,3.0,1.0,480.0,3.0,2,0,235876,228,0.0
1022,941,50.0,8660,0,1,5,0.0,3,BrkTil,3.0,3.0,1.0,1.0,760.0,5,4,2168,0.0,2,0,5,1,4,7,0,0.0,1.0,576.0,3.0,2,413,123000,238,109.0
1023,2699,82.0,12375,0,8,5,41.0,3,CBlock,3.0,3.0,1.0,4.0,806.0,3,4,1422,1.0,1,0,3,1,3,7,1,3.0,1.0,288.0,3.0,2,0,137500,0,55.0
1024,2127,60.0,8070,0,18,4,0.0,3,PConc,4.0,3.0,1.0,6.0,990.0,5,4,990,1.0,1,0,3,1,3,7,0,0.0,0.0,0.0,0.0,2,0,123600,0,13.0
1025,2607,84.0,8658,0,11,6,101.0,3,CBlock,3.0,3.0,1.0,3.0,1088.0,5,4,1324,0.0,2,0,3,1,3,7,1,3.0,2.0,440.0,3.0,2,0,160000,138,41.0
1026,1754,63.200953007335826,8063,0,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,924.0,5,4,1690,0.0,2,1,3,1,3,7,1,3.0,2.0,463.0,3.0,2,100,181000,48,7.0
1027,1367,49.0,8235,1,3,5,0.0,3,CBlock,3.0,3.0,1.0,2.0,825.0,3,4,825,1.0,1,0,2,1,3,7,0,0.0,2.0,720.0,3.0,2,140,125000,50,53.0
1028,580,78.0,11700,0,16,6,0.0,3,CBlock,3.0,3.0,1.0,3.0,727.0,5,4,1556,0.0,1,1,4,1,3,7,0,0.0,1.0,441.0,3.0,2,0,154000,0,41.0
1029,341,74.0,12961,0,12,6,0.0,4,PConc,4.0,3.0,2.0,6.0,1152.0,5,4,1797,1.0,2,1,3,1,4,7,1,2.0,3.0,616.0,3.0,2,162,231000,312,17.0
1030,26,65.0,8450,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,1056.0,5,4,1056,1.0,1,0,3,1,3,7,1,2.0,1.0,304.0,3.0,2,0,142000,269,42.0
1031,2667,90.0,19950,2,3,10,0.0,4,BrkTil,3.0,3.0,2.0,1.0,1107.0,5,4,3608,0.0,2,1,4,1,5,7,2,3.0,1.0,840.0,5.0,2,0,475000,362,114.0
1032,2884,41.0,5748,1,19,8,309.0,4,PConc,5.0,3.0,4.0,6.0,1573.0,5,4,1778,2.0,2,0,2,1,5,7,1,4.0,3.0,495.0,3.0,2,123,375000,206,1.0
1033,28,70.0,10500,0,11,4,0.0,3,CBlock,3.0,3.0,1.0,5.0,864.0,3,4,864,0.0,1,0,3,1,3,7,1,1.0,0.0,0.0,0.0,2,0,115000,0,39.0
1034,531,62.0,7500,0,21,7,0.0,4,PConc,4.0,3.0,1.0,6.0,1221.0,5,4,1221,1.0,2,0,2,1,4,7,0,0.0,2.0,400.0,3.0,2,0,185000,113,5.0
1035,2189,62.0,10042,0,5,6,0.0,3,BrkTil,3.0,3.0,1.0,2.0,660.0,3,4,865,1.0,1,0,2,1,3,7,1,4.0,1.0,216.0,3.0,2,0,108500,84,87.0
1036,2508,24.0,2544,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,600.0,5,4,1223,0.0,2,1,2,1,4,7,0,0.0,2.0,480.0,3.0,2,0,147400,166,1.0
1037,573,35.0,3768,0,21,7,218.0,4,PConc,4.0,3.0,1.0,6.0,691.0,5,4,1452,1.0,2,1,3,1,4,7,0,0.0,1.0,506.0,3.0,2,0,156000,34,10.0
1038,1363,69.6284090616102,10320,0,1,5,0.0,3,BrkTil,3.0,2.0,1.0,1.0,880.0,4,4,1308,0.0,2,0,2,1,3,7,0,0.0,1.0,400.0,2.0,2,0,120000,117,93.0
1039,487,61.0,9734,1,15,7,0.0,4,PConc,4.0,3.0,2.0,6.0,384.0,5,4,1374,0.0,2,1,3,1,4,7,0,0.0,3.0,400.0,3.0,2,0,167000,0,5.0
1040,1083,43.0,3182,0,17,7,14.0,4,PConc,4.0,4.0,1.0,6.0,1346.0,5,4,1504,0.0,2,0,2,1,4,7,1,4.0,3.0,437.0,3.0,2,156,191000,20,3.0
1041,1620,56.0,8872,1,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,384.0,4,4,1384,0.0,2,1,3,1,3,7,1,3.0,3.0,390.0,3.0,2,0,161500,0,10.0
1042,1929,70.0,12198,1,11,5,0.0,3,CBlock,3.0,3.0,3.0,3.0,1204.0,3,4,1411,0.0,1,0,3,1,3,7,1,3.0,2.0,310.0,3.0,2,278,130000,82,52.0
1043,1820,80.0,8480,0,8,5,0.0,3,CBlock,3.0,3.0,1.0,6.0,970.0,3,4,970,1.0,1,0,2,1,3,7,0,0.0,1.0,624.0,3.0,2,0,132500,216,44.0
1044,1398,69.28667457932711,10200,0,8,5,0.0,3,PConc,4.0,3.0,3.0,5.0,864.0,5,4,904,0.0,1,0,3,1,4,7,0,0.0,1.0,912.0,3.0,2,143,144000,0,38.0
1045,2177,43.14676440955598,9555,1,5,5,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,2233,0.0,2,1,5,2,3,7,0,0.0,3.0,579.0,3.0,2,0,141000,0,28.0
1046,2144,60.0,7200,0,18,4,0.0,3,CBlock,3.0,3.0,1.0,3.0,385.0,4,4,875,0.0,1,0,3,1,4,7,0,0.0,1.0,728.0,3.0,2,352,117000,0,35.0
1047,2697,60.0,6780,0,1,6,0.0,3,CBlock,3.0,3.0,3.0,6.0,520.0,4,4,754,1.0,1,0,2,1,3,7,0,0.0,0.0,0.0,0.0,0,53,84500,0,71.0
1048,1403,117.0,19950,1,20,4,0.0,3,CBlock,4.0,3.0,4.0,4.0,1364.0,5,4,1663,1.0,1,0,2,1,4,6,2,4.0,3.0,529.0,3.0,2,224,256000,137,54.0
1049,596,70.0,9100,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,925.0,5,4,925,0.0,1,0,2,1,3,7,0,0.0,1.0,429.0,3.0,2,0,117500,0,44.0
1050,922,117.0,9600,1,19,5,0.0,4,BrkTil,3.0,2.0,1.0,3.0,728.0,5,4,1308,1.0,1,1,2,1,3,5,2,3.0,1.0,256.0,3.0,2,0,160000,70,69.0
1051,2065,81.0,14175,0,8,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1240.0,4,4,1375,1.0,1,0,3,1,3,7,1,4.0,1.0,323.0,3.0,2,0,187000,0,51.0
1052,1710,110.0,14277,0,26,8,280.0,4,PConc,5.0,3.0,2.0,6.0,1317.0,5,4,2385,1.0,2,1,3,1,4,7,1,4.0,3.0,818.0,3.0,2,192,350000,228,4.0
1053,1034,60.0,9000,0,11,5,0.0,3,CBlock,4.0,3.0,2.0,1.0,896.0,3,4,1792,0.0,2,2,4,2,3,7,0,0.0,1.0,480.0,3.0,2,0,133000,45,34.0
1054,1057,105.0,13693,0,26,8,309.0,4,PConc,5.0,3.0,4.0,6.0,2418.0,5,4,2464,1.0,2,1,4,1,5,7,1,5.0,3.0,650.0,3.0,2,358,417500,78,1.0
1055,470,51.0,3635,0,17,7,130.0,4,PConc,4.0,3.0,1.0,5.0,1386.0,5,4,1569,0.0,2,0,1,1,4,7,1,3.0,2.0,660.0,3.0,2,143,175900,20,2.0
1056,819,84.0,10933,0,18,9,242.0,5,PConc,5.0,3.0,4.0,6.0,1555.0,5,4,1680,1.0,1,1,1,1,5,7,1,4.0,3.0,1138.0,3.0,2,185,323262,24,0.0
1057,2160,65.0,8450,0,18,7,0.0,4,PConc,4.0,3.0,2.0,6.0,1337.0,5,4,1337,1.0,2,0,3,1,4,7,0,0.0,2.0,531.0,3.0,2,0,185000,39,4.0
1058,2552,60.0,8550,0,11,6,0.0,3,CBlock,3.0,3.0,1.0,4.0,816.0,5,4,816,1.0,1,0,2,1,3,7,1,2.0,1.0,240.0,3.0,2,228,129800,40,72.0
1059,41,95.0,12182,0,26,7,226.0,4,PConc,4.0,3.0,2.0,4.0,1541.0,5,4,1541,0.0,2,0,3,1,4,7,1,4.0,2.0,532.0,3.0,2,0,220000,70,5.0
1060,742,51.0,6120,0,4,4,0.0,3,BrkTil,3.0,3.0,1.0,1.0,884.0,5,4,1573,0.0,1,0,3,1,4,7,0,0.0,1.0,240.0,3.0,2,0,133000,174,74.0
1061,686,60.0,10800,0,11,4,0.0,3,CBlock,3.0,3.0,1.0,1.0,832.0,3,2,1461,0.0,2,0,4,1,3,7,0,0.0,1.0,384.0,3.0,2,0,133500,204,60.0
1062,314,79.78188164152232,12760,1,12,6,0.0,3,CBlock,3.0,3.0,1.0,1.0,1958.0,3,4,2048,0.0,3,0,5,2,3,7,0,0.0,1.0,776.0,3.0,2,0,170000,0,34.0
1063,1630,37.735968440073776,7655,1,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,903.0,4,4,1642,0.0,2,1,3,1,3,7,1,3.0,2.0,392.0,3.0,2,290,168000,84,14.0
1064,191,60.0,10560,0,3,6,0.0,3,CBlock,2.0,3.0,1.0,3.0,738.0,5,4,1470,0.0,1,1,2,1,3,6,0,0.0,1.0,624.0,3.0,2,0,140750,0,88.0
1065,1626,60.0,7500,0,15,6,0.0,3,PConc,4.0,3.0,1.0,1.0,938.0,5,4,2299,0.0,3,1,5,1,3,7,1,3.0,3.0,482.0,3.0,2,188,204000,30,8.0
1066,59,43.004375041938026,9505,1,15,7,180.0,4,PConc,4.0,3.0,1.0,1.0,884.0,5,4,2035,0.0,2,1,3,1,4,7,1,4.0,3.0,434.0,3.0,2,144,222500,48,9.0
1067,2632,69.0,10205,1,11,5,0.0,3,CBlock,3.0,3.0,3.0,4.0,925.0,3,4,999,1.0,1,0,3,1,3,7,0,0.0,1.0,300.0,3.0,2,150,134500,72,44.0
1068,1835,45.0,4379,1,21,8,0.0,4,PConc,4.0,3.0,3.0,6.0,1378.0,5,4,1378,1.0,2,0,2,1,4,7,1,4.0,3.0,540.0,3.0,2,160,214000,56,3.0
1069,2675,65.0,7800,0,3,5,0.0,3,CBlock,4.0,3.0,2.0,3.0,793.0,3,4,1118,1.0,1,0,3,1,3,7,1,4.0,1.0,410.0,3.0,2,0,119900,271,67.0
1070,1503,92.0,12108,0,5,4,270.0,3,CBlock,3.0,3.0,1.0,5.0,1440.0,3,2,1440,0.0,2,0,4,2,2,7,0,0.0,0.0,0.0,0.0,2,0,118000,0,53.0
